02.01.2018 14:34:02.000 GMT-0000,10.369,10.369,10.369,10.369,0.0075,candlestick,0
02.01.2018 14:34:03.000 GMT-0000,10.367,10.367,10.367,10.367,0.0113,candlestick,0
02.01.2018 14:34:04.000 GMT-0000,10.368,10.368,10.368,10.368,0.001,candlestick,0
02.01.2018 14:34:05.000 GMT-0000,10.368,10.368,10.368,10.368,0.0014000000000000002,candlestick,0
02.01.2018 14:34:06.000 GMT-0000,10.367,10.367,10.367,10.367,0.0111,candlestick,0
02.01.2018 14:34:07.000 GMT-0000,10.368,10.368,10.368,10.368,0.015,candlestick,0
02.01.2018 14:34:09.000 GMT-0000,10.368,10.368,10.358,10.358,0.0244,candlestick,0
02.01.2018 14:34:10.000 GMT-0000,10.360,10.360,10.360,10.360,0.015,candlestick,0
02.01.2018 14:34:11.000 GMT-0000,10.358,10.358,10.358,10.358,0.0075,candlestick,0
02.01.2018 14:34:12.000 GMT-0000,10.357,10.357,10.357,10.357,0.0117,candlestick,0
02.01.2018 14:34:13.000 GMT-0000,10.358,10.358,10.351,10.351,0.03,candlestick,0
02.01.2018 14:34:14.000 GMT-0000,10.348,10.348,10.348,10.348,0.0017,candlestick,0
02.01.2018 14:34:15.000 GMT-0000,10.347,10.348,10.347,10.348,0.0136,candlestick,0
02.01.2018 14:34:16.000 GMT-0000,10.348,10.348,10.348,10.348,0.0075,candlestick,0
02.01.2018 14:34:17.000 GMT-0000,10.348,10.348,10.348,10.348,0.011,candlestick,0
02.01.2018 14:34:19.000 GMT-0000,10.347,10.347,10.347,10.347,0.0103,candlestick,0
02.01.2018 14:34:20.000 GMT-0000,10.348,10.348,10.348,10.348,0.0075,candlestick,0
02.01.2018 14:34:21.000 GMT-0000,10.348,10.348,10.348,10.348,0.0002,candlestick,0
02.01.2018 14:34:22.000 GMT-0000,10.347,10.347,10.347,10.347,0.0103,candlestick,0
02.01.2018 14:34:23.000 GMT-0000,10.347,10.348,10.347,10.348,0.0178,candlestick,0
02.01.2018 14:34:24.000 GMT-0000,10.348,10.348,10.348,10.348,0.0103,candlestick,0
02.01.2018 14:34:26.000 GMT-0000,10.347,10.347,10.347,10.347,0.0108,candlestick,0
02.01.2018 14:34:27.000 GMT-0000,10.348,10.348,10.348,10.348,0.0007,candlestick,0
02.01.2018 14:34:28.000 GMT-0000,10.347,10.347,10.347,10.347,0.0109,candlestick,0
02.01.2018 14:34:29.000 GMT-0000,10.339,10.339,10.339,10.339,0.015,candlestick,0
